0.198658; 0.229847; 0.226132; 
0.206668; 0.235101; 0.230171; 
0.215129; 0.240615; 0.233633; 
0.222535; 0.246488; 0.239798; 
0.229931; 0.252753; 0.244021; 
0.236957; 0.260748; 0.249493; 
0.241068; 0.268101; 0.25343; 
0.247679; 0.273731; 0.262644; 
0.252914; 0.280463; 0.269229; 
0.259243; 0.288421; 0.276733; 
0.26537; 0.294674; 0.284723; 
0.270293; 0.301442; 0.293503; 
0.279935; 0.30906; 0.302187; 
0.287022; 0.315801; 0.312393; 
0.296144; 0.323308; 0.324754; 
0.303121; 0.334571; 0.338701; 
0.313457; 0.343526; 0.351514; 
0.323688; 0.355825; 0.362036; 
0.334748; 0.366271; 0.375156; 
0.346757; 0.377981; 0.386054; 
0.358275; 0.389465; 0.397074; 
0.370222; 0.397839; 0.406498; 
0.383931; 0.411368; 0.413826; 
0.391918; 0.41828; 0.422347; 
0.40602; 0.428529; 0.430644; 
0.418594; 0.437381; 0.436835; 
0.429535; 0.444194; 0.441716; 
0.441403; 0.452267; 0.447716; 
0.451081; 0.460533; 0.453519; 
0.460914; 0.466602; 0.456412; 
0.471732; 0.473401; 0.462595; 
0.479458; 0.481968; 0.470227; 
0.488412; 0.493552; 0.474853; 
0.500318; 0.501913; 0.481609; 
0.508407; 0.513882; 0.488158; 
0.515663; 0.527449; 0.498462; 
0.526609; 0.54013; 0.509275; 
0.533794; 0.554783; 0.520869; 
0.54528; 0.565852; 0.532911; 
0.553687; 0.577843; 0.544876; 
0.561696; 0.588588; 0.559946; 
0.584458; 0.600156; 0.571084; 
0.599001; 0.609719; 0.584466; 
0.608732; 0.620853; 0.6015; 
0.626291; 0.633705; 0.616844; 
0.651991; 0.645694; 0.632684; 
0.672019; 0.664428; 0.653439; 
0.684162; 0.676569; 0.680083; 
0.707422; 0.699043; 0.69946; 
0.731827; 0.717554; 0.726426; 
0.749698; 0.737796; 0.744424; 
0.764702; 0.754131; 0.767717; 
0.7833; 0.779426; 0.783724; 
0.805058; 0.794667; 0.80296; 
0.825721; 0.809802; 0.819992; 
0.824823; 0.823958; 0.837114; 
0.850789; 0.833761; 0.846771; 
0.855442; 0.851162; 0.859788; 
0.87797; 0.865101; 0.869335; 
0.883852; 0.87308; 0.884964; 
0.898674; 0.887243; 0.890209; 
0.908388; 0.899285; 0.897597; 
0.914186; 0.911396; 0.909156; 
0.928032; 0.91663; 0.917904; 
0.93455; 0.926735; 0.926758; 
0.95884; 0.9356; 0.938265; 
0.961776; 0.949416; 0.951135; 
0.955726; 0.959023; 0.954637; 
0.979885; 0.969434; 0.971209; 
0.995378; 0.988863; 0.986641; 
1; 1; 1; 
0.971651; 1.02021; 1.0141; 
1.00681; 1.03827; 1.02989; 
1.04734; 1.0549; 1.0544; 
1.03341; 1.06995; 1.07617; 
1.02566; 1.0969; 1.1072; 
1.05705; 1.11767; 1.12246; 
1.06526; 1.12171; 1.14048; 
1.0845; 1.1432; 1.16465; 
1.09508; 1.15581; 1.18646; 
1.13557; 1.16213; 1.21428; 
1.12767; 1.18577; 1.25074; 
1.12381; 1.18303; 1.26666; 
1.18512; 1.19858; 1.30337; 
1.20505; 1.21034; 1.33904; 
1.2347; 1.22915; 1.37785; 
1.25776; 1.24588; 1.41825; 
1.26385; 1.27026; 1.46068; 
1.31711; 1.28458; 1.49894; 
1.30114; 1.30564; 1.51437; 
1.33636; 1.33328; 1.54415; 
1.37754; 1.35914; 1.56679; 
1.38967; 1.36887; 1.59145; 
1.43932; 1.39126; 1.60683; 
1.4871; 1.42094; 1.63471; 
1.5223; 1.44854; 1.64777; 
1.54173; 1.45884; 1.66496; 
1.49859; 1.48561; 1.68609; 
1.5326; 1.52551; 1.69234; 
1.53975; 1.52926; 1.70397; 
1.55307; 1.56862; 1.71407; 
1.56866; 1.57853; 1.73184; 
1.62041; 1.62578; 1.75951; 
1.61306; 1.64466; 1.74851; 
1.63254; 1.64417; 1.77294; 
1.6656; 1.66886; 1.79058; 
1.68738; 1.68234; 1.79816; 
1.58763; 1.69676; 1.80347; 
1.69083; 1.68602; 1.82006; 
1.74372; 1.72997; 1.81636; 
1.67668; 1.73722; 1.85276; 
1.69287; 1.7699; 1.87731; 
1.75619; 1.77653; 1.86043; 
1.70614; 1.80325; 1.89991; 
1.76203; 1.8135; 1.90866; 
1.70126; 1.80841; 1.93342; 
1.70906; 1.85686; 1.94239; 
1.69495; 1.85589; 1.95583; 
1.78117; 1.8823; 1.94641; 
1.73886; 1.89542; 1.99322; 
1.90702; 1.91235; 2.029; 
1.81886; 1.91987; 2.05123; 
1.93149; 1.96497; 2.05936; 
1.84695; 1.96684; 2.09323; 
1.87085; 1.98552; 2.15182; 
1.90589; 2.00405; 2.17609; 
1.88395; 2.07354; 2.19286; 
1.96197; 2.10167; 2.23222; 
1.89109; 2.13882; 2.29197; 
2.00466; 2.14879; 2.31391; 
2.08475; 2.19441; 2.32244; 
2.04498; 2.21545; 2.36899; 
2.09897; 2.24125; 2.39162; 
2.14565; 2.29986; 2.45932; 
2.10687; 2.32434; 2.50731; 
2.04304; 2.28485; 2.53911; 
2.06134; 2.37318; 2.57611; 
2.18237; 2.38007; 2.64177; 
2.13917; 2.37633; 2.69123; 
2.23513; 2.42463; 2.74807; 
2.29666; 2.45132; 2.81718; 
2.35879; 2.46339; 2.87738; 
2.41228; 2.52138; 2.92123; 
2.37602; 2.53657; 2.9914; 
2.41666; 2.57759; 3.03881; 
2.39836; 2.63977; 3.07198; 
2.58367; 2.67271; 3.13152; 
2.54552; 2.74192; 3.16278; 
2.39132; 2.76021; 3.18294; 
2.41118; 2.79478; 3.22068; 
2.46742; 2.8355; 3.27923; 
2.46756; 2.90814; 3.31044; 
2.39762; 2.94981; 3.2943; 
2.42187; 2.9828; 3.37514; 
2.46673; 3.01601; 3.39871; 
2.51807; 3.07679; 3.41719; 
2.43372; 3.11294; 3.39372; 
2.51063; 3.12344; 3.47623; 
2.47264; 3.14446; 3.47649; 
2.47708; 3.17396; 3.50645; 
2.48552; 3.21454; 3.52371; 
2.57184; 3.21114; 3.55212; 
2.57168; 3.27113; 3.52915; 
2.50321; 3.24458; 3.60773; 
2.55962; 3.30551; 3.61119; 
2.52409; 3.31927; 3.63596; 
2.67384; 3.33789; 3.64487; 
2.45527; 3.35256; 3.68703; 
2.42136; 3.32916; 3.73018; 
2.5668; 3.43301; 3.72441; 
2.58827; 3.40515; 3.77756; 
2.61505; 3.47562; 3.74943; 
2.59566; 3.46954; 3.85107; 
2.71936; 3.54063; 3.89093; 
2.59028; 3.56148; 3.90343; 
2.74571; 3.6039; 3.95687; 
2.70032; 3.58701; 3.99013; 
2.64593; 3.68393; 4.03637; 
2.71345; 3.7005; 4.08975; 
2.77697; 3.71308; 4.18004; 
2.88508; 3.7491; 4.24355; 
2.84613; 3.80056; 4.31211; 
2.95362; 3.80137; 4.32105; 
2.8556; 3.88206; 4.4244; 
2.87915; 3.88722; 4.47769; 
3.01719; 3.93259; 4.573; 
2.99943; 4.00553; 4.62758; 
2.93619; 4.12605; 4.74163; 
3.01603; 4.15421; 4.8164; 
2.96611; 4.21638; 4.85222; 
3.07771; 4.28157; 5.05398; 
3.14481; 4.37878; 5.13074; 
3.07838; 4.46815; 5.19991; 
3.286; 4.52889; 5.35891; 
3.29522; 4.71475; 5.53747; 
3.27207; 4.78296; 5.67602; 
3.30811; 4.96672; 5.88858; 
2.8237; 6.34109; 8.85734; 
